,SETTLEMENTDATE,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
473,2021-01-22 11:55:00,36.08484,7.03,8.08013,9.5,8.49,0.9,0.4,0.18,0.42
478,2021-01-22 12:00:00,36.46345,5.76,6.17996,9.5,8.49,0.9,1.0,0.18,0.44
483,2021-01-22 12:05:00,37.761,11.03,8.18167,9.5,8.49,0.9,1.1,0.28159,0.44
488,2021-01-22 12:10:00,38.25577,6.12994,7.7225,9.5,8.49,0.9,0.81,0.18,0.44
493,2021-01-22 12:15:00,38.35393,5.75,6.44,9.5,8.49,0.9,1.0,0.18,0.44
498,2021-01-22 12:20:00,37.761,11.03,6.44,9.5,8.49,0.9,1.0,0.18,0.44
503,2021-01-22 12:25:00,37.761,6.17994,7.7225,9.5,8.49,0.9,0.81,0.18,0.44
508,2021-01-22 12:30:00,37.761,5.76,6.44,9.5,8.49,0.9,1.0,0.44,0.44
513,2021-01-22 12:35:00,34.93671,6.17994,7.73,9.5,8.49,0.9,0.99,0.44,0.44
518,2021-01-22 12:40:00,11.14,5.76,7.73,9.5,8.49,0.9,0.99,1.95,0.44
523,2021-01-22 12:45:00,34.95696,3.41,7.73,9.5,8.49,0.9,0.82737,0.44,0.42
528,2021-01-22 12:50:00,34.95696,3.41,7.7025,28.17272,8.49,0.9,0.81,0.44,0.42
533,2021-01-22 12:55:00,11.14,11.02,8.74167,9.5,8.49,0.9,1.1,2.67983,1.0
538,2021-01-22 13:00:00,31.92487,11.0,7.7225,9.5,8.49,0.9,0.81,1.99,0.44
543,2021-01-22 13:05:00,33.58079,0.9,6.0,9.5,8.49,0.9,0.99,0.6387,0.79
548,2021-01-22 13:10:00,18.01711,0.9,6.0,9.5,8.49,0.9,1.0,3.67,0.99
553,2021-01-22 13:15:00,33.34945,0.9,6.0,9.5,8.49,0.9,0.4,1.09887,0.44
558,2021-01-22 13:20:00,33.88682,0.9,6.0,9.5,8.49,0.9,0.4,0.83489,0.44
563,2021-01-22 13:25:00,33.62866,0.9,4.99,9.5,8.49,0.9,0.99,1.81,0.99
568,2021-01-22 13:30:00,33.53778,0.9,6.0,9.5,8.49,0.9,0.95,1.81,0.95
573,2021-01-22 13:35:00,32.80394,0.9,6.0,28.65606,8.49,0.9,1.0,3.73,0.99
578,2021-01-22 13:40:00,17.79135,0.9,4.99,23.46783,8.49,0.9,1.23,4.49,1.03
583,2021-01-22 13:45:00,33.44954,0.9,6.0,56.35004,8.49,0.9,1.23,4.49,1.18056
588,2021-01-22 13:50:00,35.88233,0.9,6.0,9.5,8.49,0.9,1.1,3.68,1.03
593,2021-01-22 13:55:00,23.4824,0.9,4.99,9.5,8.49,0.9,1.0,1.99,0.99
598,2021-01-22 14:00:00,36.5716,0.9,4.99,9.5,8.49,0.9,1.0,2.0,0.99
603,2021-01-22 14:05:00,35.06168,0.9,4.99,9.5,8.49,0.9,0.81,1.03,0.2
608,2021-01-22 14:10:00,35.06551,0.9,4.99,9.5,8.49,0.9,0.95,1.03,0.42
613,2021-01-22 14:15:00,35.49927,0.9,4.99,9.5,8.49,0.9,0.4,1.03,0.18
618,2021-01-22 14:20:00,40.1791,0.9,5.36,9.5,8.49,0.9,0.81,1.03,0.2
623,2021-01-22 14:25:00,40.54081,0.9,4.99,9.5,8.49,0.9,0.4,1.03,0.18
628,2021-01-22 14:30:00,42.30337,0.9,4.99,9.5,8.49,0.9,0.99,1.8,0.42
633,2021-01-22 14:35:00,31.0337,0.9,4.99,9.5,8.49,0.9,1.23,3.68,1.03
638,2021-01-22 14:40:00,33.98073,0.9,4.99,9.5,8.49,0.9,1.23,3.73,1.03
643,2021-01-22 14:45:00,40.79382,0.9,4.99,9.5,8.49,0.9,1.23,3.73,1.03
648,2021-01-22 14:50:00,32.93038,0.9,4.99,9.5,8.49,0.9,0.99,1.99,0.95
653,2021-01-22 14:55:00,27.61073,0.9,4.99,9.5,8.49,0.9,0.99,1.99,0.95
658,2021-01-22 15:00:00,27.7806,0.9,4.99,9.5,8.49,0.9,1.0,2.0,0.99
663,2021-01-22 15:05:00,25.37582,0.9,5.36,9.5,8.49,0.9,0.4,1.81,0.42
668,2021-01-22 15:10:00,27.73302,0.9,5.36,9.5,8.49,0.9,0.95,2.0,0.44
673,2021-01-22 15:15:00,28.7567,0.9,7.73,9.5,8.49,0.9,0.2,1.8,0.44
678,2021-01-22 15:20:00,27.78606,0.9,9.24,9.5,8.49,0.9,1.1,3.68,1.03
683,2021-01-22 15:25:00,27.44274,0.9,7.73,9.5,8.49,0.9,1.23,3.68,1.03
688,2021-01-22 15:30:00,27.82123,0.9,11.0,9.5,8.49,0.9,0.99,2.0,1.03
693,2021-01-22 15:35:00,26.33857,0.9,9.24,9.5,8.49,0.9,0.2,1.8,0.42
698,2021-01-22 15:40:00,25.8458,0.9,5.36,9.5,8.49,0.9,0.81,1.95,0.99
703,2021-01-22 15:45:00,27.90504,0.9,10.99,9.5,8.49,0.9,0.81,1.95,0.99
708,2021-01-22 15:50:00,26.96965,0.9,7.73,9.5,8.49,0.9,1.0,3.68,1.0
713,2021-01-22 15:55:00,25.93668,0.9,7.73,9.5,8.49,0.9,0.59368,1.99,0.79
718,2021-01-22 16:00:00,26.82332,0.9,10.99,9.5,8.49,0.9,0.99,1.99,1.0
723,2021-01-22 16:05:00,33.26285,0.9,9.25,9.5,8.49,0.9,0.05,1.03,0.42
728,2021-01-22 16:10:00,33.17197,0.9,9.25,9.5,8.49,0.9,0.81,1.99,0.79
733,2021-01-22 16:15:00,36.20453,0.9,8.3,9.5,8.49,0.9,0.81,1.95,0.99
738,2021-01-22 16:20:00,36.26,0.9,14.0,9.5,8.49,0.9,0.5,1.81,0.79
743,2021-01-22 16:25:00,36.26,0.9,11.0,9.5,8.49,0.9,0.81,2.0,0.99
748,2021-01-22 16:30:00,36.26,0.9,6.73667,9.5,8.49,0.9,0.2,1.21858,0.42
753,2021-01-22 16:35:00,36.26,0.9,14.0,9.5,8.49,0.9,0.2,1.03,0.42
758,2021-01-22 16:40:00,37.397,0.9,3.99,9.5,8.49,0.9,0.4,1.4,0.79
763,2021-01-22 16:45:00,28.19092,0.9,6.0,4.98,4.49,0.9,0.2,1.81,0.44
768,2021-01-22 16:50:00,30.18757,0.9,6.0,4.98,4.49,0.9,0.03,1.03,0.2
773,2021-01-22 16:55:00,31.76651,0.9,6.0,4.98,4.49,0.9,0.03,1.03,0.2
778,2021-01-22 17:00:00,31.57711,0.9,6.0,4.98,4.49,0.9,0.03,1.03,0.42
783,2021-01-22 17:05:00,27.16832,0.9,3.99,4.98,4.49,0.9,0.4,1.62,0.44
788,2021-01-22 17:10:00,33.34449,7.697,6.0,4.98,8.49,0.9,48.0,10.0,0.18
793,2021-01-22 17:15:00,33.34675,7.697,3.8,4.98,8.49,0.9,1.1,10.0,0.18
798,2021-01-22 17:20:00,60.54,5.5,2.5,4.98,8.49,0.9,0.0,0.0,0.0
803,2021-01-22 17:25:00,78.48452,7.8381,2.5,9.89,8.49,0.9,0.0,0.0,0.0
808,2021-01-22 17:30:00,74.03166,8.0,2.5,15.67262,8.49,0.9,0.0,0.0,0.0
813,2021-01-22 17:35:00,60.54,7.94414,11.0,15.47246,8.49,0.9,0.05,0.18,0.18
818,2021-01-22 17:40:00,53.42194,18.65072,11.0,11.83006,8.49,0.9,0.03,0.18,0.18
823,2021-01-22 17:45:00,56.83382,18.51,11.0,16.68,8.49,0.9,0.4,0.18,0.18
828,2021-01-22 17:50:00,56.89989,18.5,9.74667,16.86846,8.49,0.9,0.2,0.18,0.18
833,2021-01-22 17:55:00,52.62536,13.5,9.23,17.43667,8.49,0.9,0.03,0.18,0.18
838,2021-01-22 18:00:00,54.42619,18.5,9.01,16.80519,8.49,0.9,0.05,0.18,0.18
843,2021-01-22 18:05:00,50.83283,0.9,10.83167,18.10705,8.49,0.9,0.5,4.5,0.79
848,2021-01-22 18:10:00,50.43992,0.9,11.0,17.8013,8.49,0.9,0.2,1.03,0.42
853,2021-01-22 18:15:00,50.43992,0.9,11.0,17.75774,8.49,0.9,0.05,1.03,0.42
858,2021-01-22 18:20:00,50.05303,0.9,11.0,20.36,8.49,0.9,0.4,1.81,0.79
863,2021-01-22 18:25:00,50.42368,0.9,11.0,20.7,8.49,0.9,0.2,1.03,0.42
868,2021-01-22 18:30:00,83.86415,0.9,11.0,33.33,10.0,0.9,0.4,1.81,0.43
873,2021-01-22 18:35:00,12.26819,0.9,11.0,6.2851,5.01675,0.9,0.5,1.81,0.44
878,2021-01-22 18:40:00,12.26819,0.9,11.0,6.2851,5.01675,0.9,0.5,2.0,0.44
883,2021-01-22 18:45:00,12.26275,0.88,9.68,5.02688,5.0,0.88,0.05,1.03,0.43
888,2021-01-22 18:50:00,12.26819,0.88,9.7175,4.98,5.01675,0.88,0.03,1.03,0.42
893,2021-01-22 18:55:00,12.26819,0.88,9.68,9.5,5.01675,0.88,0.4,1.03,0.43
898,2021-01-22 19:00:00,12.26819,0.9,9.68,9.5,5.01675,0.9,0.4,1.03,0.43
903,2021-01-22 19:05:00,58.1824,0.9,11.0,9.5,8.49,0.9,0.4,1.03,0.43
908,2021-01-22 19:10:00,43.02912,0.9,11.0,9.5,8.49,0.9,0.2,1.03,0.43
913,2021-01-22 19:15:00,46.40521,0.9,11.0,9.5,8.49,0.9,0.4,1.03,0.44
918,2021-01-22 19:20:00,44.33249,0.9,14.73,9.5,8.49,0.9,0.4,1.03,0.44
923,2021-01-22 19:25:00,43.70828,0.9,11.0,9.5,8.49,0.9,0.4,1.03,0.79
928,2021-01-22 19:30:00,44.07921,0.9,9.75917,9.5,8.49,0.9,0.05,1.03,0.43
933,2021-01-22 19:35:00,12.26819,0.9,5.36,9.5,5.01675,0.9,0.05,1.03,0.42
938,2021-01-22 19:40:00,12.26819,0.9,3.99,9.5,5.01675,0.9,0.4,1.4,0.43
943,2021-01-22 19:45:00,12.26819,0.9,6.0,9.5,5.01675,0.9,0.05,1.03,0.2
948,2021-01-22 19:50:00,12.26819,0.9,11.0,9.5,5.01675,0.9,0.2,1.03,0.42
953,2021-01-22 19:55:00,12.26819,0.9,12.36,9.5,5.01675,0.9,0.05,1.03,0.2
958,2021-01-22 20:00:00,44.50764,0.9,6.0,9.5,8.49,0.9,0.05,1.03,0.42
963,2021-01-22 20:05:00,43.9305,0.9,6.0,9.5,8.49,0.9,0.4,1.03,0.43
968,2021-01-22 20:10:00,43.20575,0.9,4.99,9.5,8.49,0.9,0.2,1.03,0.43
973,2021-01-22 20:15:00,50.31029,21.00941,4.78366,12.51941,8.49,0.9,0.2,1.03,0.42
978,2021-01-22 20:20:00,50.43992,13.73396,6.0,9.89,8.49,0.9,0.05,1.03,0.2
983,2021-01-22 20:25:00,50.39526,18.5,11.0,9.55619,8.49,0.9,0.4,1.8,0.43
988,2021-01-22 20:30:00,50.19425,15.0,11.0,9.5,8.49,0.9,0.2,1.03,0.44
993,2021-01-22 20:35:00,50.1225,14.73,13.95,9.5,5.08,0.9,0.05,1.03,0.2
998,2021-01-22 20:40:00,49.92052,13.0,9.43,9.5,4.49,0.89,0.05,0.18,0.18
1003,2021-01-22 20:45:00,40.70986,8.0,6.2475,7.73,2.78,0.88,0.03,0.44,0.2
1008,2021-01-22 20:50:00,40.36,8.0,8.64,6.0,4.49,0.9,0.03,0.18,0.18
1013,2021-01-22 20:55:00,40.36,8.0,6.25917,6.98167,4.49,0.9,0.03,0.18,0.18
1018,2021-01-22 21:00:00,40.36,8.0,6.0,6.0,4.49,0.9,0.0,0.0,0.0
1023,2021-01-22 21:05:00,140.22808,85.32808,2.5,7.85718,2.0,2.7,0.0,0.0,0.0
1028,2021-01-22 21:10:00,45.79457,8.7771,2.5,4.98,4.49,0.9,48.0,10.0,0.18
1033,2021-01-22 21:15:00,40.36,5.5,3.8,4.98,1.73,0.9,0.05,1.03,0.42
1038,2021-01-22 21:20:00,38.46106,5.5,3.8,5.0,1.73,0.9,0.05,1.03,0.2
1043,2021-01-22 21:25:00,39.05023,5.5,3.8,4.98,1.73,0.9,0.05,1.03,0.2
1048,2021-01-22 21:30:00,35.80812,5.5,3.8,4.98,1.73,0.9,0.05,1.03,0.42
1053,2021-01-22 21:35:00,37.78924,7.91,3.31388,4.98,1.73,0.9,0.2,1.03,0.42
1058,2021-01-22 21:40:00,38.12789,7.02,2.5,4.98,2.528,0.9,0.4,1.8,0.44
1063,2021-01-22 21:45:00,37.19345,8.0,2.5,4.98,4.49,0.9,0.05,1.03,0.42
1068,2021-01-22 21:50:00,36.84528,8.0,2.5,4.98,3.0425,0.9,0.81,1.8,0.44
1073,2021-01-22 21:55:00,36.87723,8.0,2.5,4.98,1.73,0.9,0.4,1.4,0.44
1078,2021-01-22 22:00:00,36.08076,6.38076,2.5,4.98,3.32002,0.9,0.2,1.03,0.42
1083,2021-01-22 22:05:00,56.33428,10.01,3.8,9.5,8.49,0.9,0.2,1.03,0.42
1088,2021-01-22 22:10:00,56.33428,10.38,3.99,9.5,8.49,0.9,0.2,1.03,0.42
1093,2021-01-22 22:15:00,44.77819,8.67832,6.0,9.5,8.49,0.9,0.2,1.03,0.42
1098,2021-01-22 22:20:00,39.57063,10.38,3.99,9.5,4.49,0.9,0.2,1.03,0.42
1103,2021-01-22 22:25:00,38.58419,8.0,4.99,9.5,4.49,0.9,0.2,1.03,0.42
1108,2021-01-22 22:30:00,38.49984,8.0,4.99,9.5,8.49,0.9,0.2,1.03,0.42
1113,2021-01-22 22:35:00,38.93684,8.0,4.99,9.5,8.49,0.9,0.2,1.03,0.42
1118,2021-01-22 22:40:00,36.461,9.261,4.99,9.5,4.49,0.9,0.4,1.4,0.44
1123,2021-01-22 22:45:00,36.79254,8.0,6.0,9.5,5.51012,0.9,0.99,1.81,0.99
1128,2021-01-22 22:50:00,35.98988,8.0,4.99,9.5,3.04039,0.9,0.5,1.8,0.99
1133,2021-01-22 22:55:00,36.10976,8.90976,4.99,9.5,3.40926,0.9,0.4,1.8,0.44
1138,2021-01-22 23:00:00,35.97134,8.77134,6.0,9.5,2.98336,0.9,0.99,1.95,0.99
1143,2021-01-22 23:05:00,37.89037,8.59692,6.0,9.5,4.49,0.9,0.2,1.03,0.42
1148,2021-01-22 23:10:00,37.72481,8.59692,7.73,9.5,4.49,0.9,0.2,1.03,0.42
1153,2021-01-22 23:15:00,40.42734,8.59692,6.0,9.5,4.49,0.9,0.4,1.4,0.44
1158,2021-01-22 23:20:00,40.81692,8.0,6.0,9.5,4.49,0.9,0.4,1.8,0.44
1163,2021-01-22 23:25:00,36.461,9.261,4.99,9.5,4.49,0.9,0.2,1.03,0.42
1168,2021-01-22 23:30:00,38.87627,8.0,4.99,9.5,8.49,0.9,0.4,1.4,0.44
1173,2021-01-22 23:35:00,55.47645,10.01,3.99,9.5,8.49,0.9,1.0,1.81,0.79
1178,2021-01-22 23:40:00,42.04234,8.0,5.56523,9.5,4.49,0.9,0.81,1.4,0.44
1183,2021-01-22 23:45:00,41.461,9.261,4.99,9.5,4.49,0.9,0.99,1.8,0.79
1188,2021-01-22 23:50:00,40.81692,9.261,6.0,9.5,4.49,0.9,0.99,1.81,0.79
1193,2021-01-22 23:55:00,38.29208,8.59692,6.0,9.5,4.49,0.9,0.81,1.8,0.44
